TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
21,57,AS Joseph,lbw,,4,2,v West Indies,Port of Spain,West Indies,20 Jul 2023,Test # 2513,siraj-wkt-57,"this looks close too. Not given. And India review this time. This is the wobble-seam ball. Pitches just outside off, cuts back in, and there is a spike as it passes bat and front pad. The third umpire watches the replay again, and concludes that the spike has occurred one frame after going past the bat, which means it is the flick from the front pad. And once that is settled, the ball is hitting leg. India get their man.",,,"57. AS Joseph lbw  Siraj
Test Match#: 21.0: v West Indies at Port of Spain in 2023 (1st innings)",Siraj,111.4
21,58,KAJ Roach,caught,Ishan Kishan,4,2,v West Indies,Port of Spain,West Indies,20 Jul 2023,Test # 2513,siraj-wkt-58,"No. 4 for Siraj. Lovely swing bowling. Wide on the crease again, Roach is left pushing at the angle, and the ball swings to take the outside edge. Late swing. Not out of the arm. And pitched right up.",,,"58. KAJ Roach c Ishan Kishan b Siraj
Test Match#: 21.0: v West Indies at Port of Spain in 2023 (1st innings)",Siraj,115.3
21,59,ST Gabriel,lbw,,0,2,v West Indies,Port of Spain,West Indies,20 Jul 2023,Test # 2513,siraj-wkt-59,"Siraj will be on a hat-trick in the second innings pending this review. Wobble-seam ball, Gabriel's bat is in a different post code, hits him in front of middle and leg, and is taking the leg pole out. A richly deserved five-for for Siraj. This is almost like Dale Steyn on a flat pitch: keep at it, and when there is a window, burst through it.",,,"59. ST Gabriel lbw  Siraj
Test Match#: 21.0: v West Indies at Port of Spain in 2023 (1st innings)",Siraj,115.4
22,60,AK Markram,caught,KL Rahul,5,2,v South Africa,Centurion,,26 Dec 2023,Test # 2520,siraj-wkt-60,"that's a cracker of a delivery. You saw that coming, didn't you? There will be days when Siraj will be unlucky with these missing the edge. Today's not that day. It's pitched up, full and swings away late to have Markram nicking as he prods tentatively. Siraj thoroughly deserved that. What an over..",,,"60. AK Markram c KL Rahul b Siraj
Test Match#: 22.0: v South Africa at Centurion in 2023 (1st innings)",Siraj,3.5
22,61,DG Bedingham,bowled,,56,2,v South Africa,Centurion,,26 Dec 2023,Test # 2520,siraj-wkt-61,"joy finally for Siraj! And it's a direct consequence of pitching it up and letting the surface come into play. Bedingham was comfortable with anything length or short of length so the only real chance India had was by going full. He bowls full from wide of the crease, gets the ball to move back in a bit to sneak through his defense. Superb delivery and India will be massively relieved..",,,"61. DG Bedingham b  Siraj
Test Match#: 22.0: v South Africa at Centurion in 2023 (1st innings)",Siraj,60.1
23,62,AK Markram,caught,YBK Jaiswal,2,1,v South Africa,Cape Town,South Africa,3 Jan 2024,Test # 2522,siraj-wkt-62,"excellent ball and India strike early. Siraj goes full on fourth stump, gets the ball to shape away late. Markram is drawn forward and instinctively into a drive, ends up going with hard hands and the edge is pouched superbly by Yashasvi Jaiswal diving to his left in front of second slip. He tumbled over but had full control of the ball..",,slip-cordon,"62. AK Markram c YBK Jaiswal b Siraj
Test Match#: 23.0: v South Africa at Cape Town in 2024 (1st innings)",Siraj,3.2
23,63,D Elgar,bowled,,4,1,v South Africa,Cape Town,South Africa,3 Jan 2024,Test # 2522,siraj-wkt-63,"chopped on! Siraj is ecstatic. Elgar sees a window of an opportunity to punch one through the off side after being strangled by late swing and seam, but has no room to work with and ends up chopping on. Elgar has been a thorn for India and they're delighted to see him walk off..",,,"63. D Elgar b  Siraj
Test Match#: 23.0: v South Africa at Cape Town in 2024 (1st innings)",Siraj,5.3
23,64,T de Zorzi,caught,KL Rahul,2,1,v South Africa,Cape Town,South Africa,3 Jan 2024,Test # 2522,siraj-wkt-64,"there's more joy for India and it's the leg-side strangle that's led to de Zorzi's downfall. Siraj bowls full with a leg slip in place, de Zorzi can't do much except tickle it down to Rahul who takes a straightforward catch. India have been clear in their intent to attack South Africa with a leg-stump line, much like they did to Steven Smith in that famous 2020-21 Australia tour, and they've so far been successful. What a start this is. Rahul started to move down leg as soon as Siraj released the ball. Excellent anticipation to complete the catch..",,close-in,"64. T de Zorzi c KL Rahul b Siraj
Test Match#: 23.0: v South Africa at Cape Town in 2024 (1st innings)",Siraj,9.2
23,65,DG Bedingham,caught,YBK Jaiswal,12,1,v South Africa,Cape Town,South Africa,3 Jan 2024,Test # 2522,siraj-wkt-65,"Siraj picks up his fourth, Bedingham departs. Was a length ball around off. The batter came forward to defend but didn't account for the extra bounce. The ball took his glove and went towards third slip where Jaiswal jumped and took it reverse cups just above his head. South Africa 34 for 5.",,slip-cordon,"65. DG Bedingham c YBK Jaiswal b Siraj
Test Match#: 23.0: v South Africa at Cape Town in 2024 (1st innings)",Siraj,15.2
23,66,M Jansen,caught,KL Rahul,0,1,v South Africa,Cape Town,South Africa,3 Jan 2024,Test # 2522,siraj-wkt-66,"Make that 34 for 6. Siraj has a five-for! The legcutter does the trick this time. Was a length ball around off, forcing Jansen to play at it. All he manages is an outside edge as he looks to defend it on the front foot. A regulation catch to KL Rahul. Looks like Kohli had gestured to Siraj to try to get Jansen caught behind on the front foot.",,,"66. M Jansen c KL Rahul b Siraj
Test Match#: 23.0: v South Africa at Cape Town in 2024 (1st innings)",Siraj,15.5
23,67,K Verreynne,caught,Shubman Gill,15,1,v South Africa,Cape Town,South Africa,3 Jan 2024,Test # 2522,siraj-wkt-67,Stop whatever you are doing - Siraj has got six inside nine overs! His best bowling figures in Test cricket. It was a length ball outside off. Verreynne could have left it alone but he saw a scoring opportunity and went for the cut. But this is Siraj's day. Verreynne gets an outside edge towards second slip where Gill latches onto it.,,slip-cordon,"67. K Verreynne c Shubman Gill b Siraj
Test Match#: 23.0: v South Africa at Cape Town in 2024 (1st innings)",Siraj,17.5
23,68,AK Markram,caught,RG Sharma,106,3,v South Africa,Cape Town,South Africa,3 Jan 2024,Test # 2522,siraj-wkt-68,"Siraj ends Markram's sensational knock. Rohit takes the catch at long-off and then vents out his frustration by throwing the ball into the turf. Should he have brought Siraj into the attack much earlier? This is the third time that Siraj has got Markram in this Test series. Siraj hits a hard length on off stump, messes with Markram's pull over long-on/midwicket and has him flapping it weakly to long-off.",,Outfield,"68. AK Markram c RG Sharma b Siraj
Test Match#: 23.0: v South Africa at Cape Town in 2024 (2nd innings)",Siraj,31.4
25,69,OJ Pope,lbw,,39,2,v England,Rajkot,India,15 Feb 2024,Test # 2530,siraj-wkt-69,"struck on the pad by the fuller one, desperate appeal... Wilson says no! And there are overthrows too, though they might not matter. Long discussion between Siraj, Rohit and Jurel, and India will review this. Much fuller than anything else in the over, but still struck Pope above the knee roll. No inside edge, looking to work to leg. Here's ball-tracking... hitting the top of leg stump! Pope throws his head back in frustration. The short-ball ploy works thanks to a brilliant bluff from Siraj.",,,"69. OJ Pope lbw  Siraj
Test Match#: 25.0: v England at Rajkot in 2024 (1st innings)",Siraj,29.6
25,70,BT Foakes,caught,RG Sharma,13,2,v England,Rajkot,India,15 Feb 2024,Test # 2530,siraj-wkt-70,"two in two! Length ball around off and it shapes in nicely. Foakes looks to meet the ball in a positive fashion, but the ball holds up a shade after pitching. He meets it with hard hands while checking his shot, and the ball pops up teasingly to Rohit Sharma diving forward at mid on!.",,InField,"70. BT Foakes c RG Sharma b Siraj
Test Match#: 25.0: v England at Rajkot in 2024 (1st innings)",Siraj,65.1
25,71,Rehan Ahmed,bowled,,6,2,v England,Rajkot,India,15 Feb 2024,Test # 2530,siraj-wkt-71,"yorked! A searing yorker fired in just outside off. Rehan tries to get the bat down after saving his toes, but the ball goes under the bat, and clips the outside of off stump. Only one bail gets knocked off, but that's all you need really!.",,,"71. Rehan Ahmed b  Siraj
Test Match#: 25.0: v England at Rajkot in 2024 (1st innings)",Siraj,69.5
25,72,JM Anderson,bowled,,1,2,v England,Rajkot,India,15 Feb 2024,Test # 2530,siraj-wkt-72,"another yorker to make it four for Siraj! Comes around the stumps and bowls it full outside off. Angles in a little, and the ball goes past Anderson's outside edge to knock off stump again. England 314 all out.",,,"72. JM Anderson b  Siraj
Test Match#: 25.0: v England at Rajkot in 2024 (1st innings)",Siraj,71.1
26,73,BT Foakes,caught,RA Jadeja,47,1,v England,Ranchi,India,23 Feb 2024,Test # 2531,siraj-wkt-73,"reverse swing most likely. Siraj has been bowling to this plan this over. Looking to swing it in with the midwicket up. This is full enough, and he plays at it with hard hands. Off the inside half of the bat it goes to short midwicket. Gone for a well-made 47.",,InField,"73. BT Foakes c RA Jadeja b Siraj
Test Match#: 26.0: v England at Ranchi in 2024 (1st innings)",Siraj,67.4
26,74,TW Hartley,bowled,,13,1,v England,Ranchi,India,23 Feb 2024,Test # 2531,siraj-wkt-74,"absolute ripper. Don't need a fielder for this. Gets just that bit closer to off, and the ball moves away late, squaring him up, beating the outside edge and pegging the off stump back. A bit of a repeat of that Anderson dismissal.",,,"74. TW Hartley b  Siraj
Test Match#: 26.0: v England at Ranchi in 2024 (1st innings)",Siraj,75.3
