TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
32,57,HM Amla,lbw,,16,1,v South Africa,Durban,South Africa,1 Feb 2018,ODI # 3969,bumrah-odi-wkt-57,"given lbw! Amla has missed one that's angled in. Full ball, angled in at off stump. Oh hang on, this could be a no-ball...nope, he gets the benefit of doubt. Very very close from Bumrah. Unlike the lbw decision, he's plumb there. Beaten by pace more than anything, late on the attempted drive.",,,"57. HM Amla lbw  Bumrah
Test Match#: 32.0: v South Africa at Durban in 2018 (1st innings)",Bumrah-ODI,7.3
33,58,Imran Tahir,bowled,,0,1,v South Africa,Centurion,,4 Feb 2018,ODI # 3970,bumrah-odi-wkt-58,knocks the off stump over. Tahir's plans of staying away from the ball at high pace would always have led to this. It was simply a matter of time for Bumrah to get his radar right..,,,"58. Imran Tahir b  Bumrah
Test Match#: 33.0: v South Africa at Centurion in 2018 (1st innings)",Bumrah-ODI,31.5
34,59,HM Amla,lbw,,1,2,v South Africa,Cape Town,South Africa,7 Feb 2018,ODI # 3971,bumrah-odi-wkt-59,"traps him in front! Amla caught in the crease even as he's shuffling. Bumrah bowls a regulation length ball slanted in at off stump. Amla very deep in the crease as he looks to defend, as he is wont to do. Misses the ball and after a brief chat, decides against the review.",,,"59. HM Amla lbw  Bumrah
Test Match#: 34.0: v South Africa at Cape Town in 2018 (1st innings)",Bumrah-ODI,1.1
34,60,DA Miller,caught,MS Dhoni,25,2,v South Africa,Cape Town,South Africa,7 Feb 2018,ODI # 3971,bumrah-odi-wkt-60,"and then the pressure is on Miller, so he looks for a big shot and he perishes! On Zondo equally, I'm afraid, this wicket. Back of a length around middle and leg, Miller looks for a big slog, but he gets a thin inside edge through to the keeper. Miller tried, looking for runs, but the pressure was too much..",,Keeper,"60. DA Miller c MS Dhoni b Bumrah
Test Match#: 34.0: v South Africa at Cape Town in 2018 (1st innings)",Bumrah-ODI,32.3
35,61,AK Markram,lbw,,22,2,v South Africa,Johannesburg,South Africa,10 Feb 2018,ODI # 3973,bumrah-odi-wkt-61,"given by the umpire. Has a chat with Amla does Markram. And Amla calls for the review for his partner. What happened there? Looked like he misread the length again, looking to pull, but the ball is much fuller than he anticipated. In the end, all he can do is attempt a hopeless swat across the line. Hits Markram on the back leg, plumb in front of off. Three reds on HawkEye, SA lose their review..",,,"61. AK Markram lbw  Bumrah
Test Match#: 35.0: v South Africa at Johannesburg in 2018 (1st innings)",Bumrah-ODI,7.2
36,62,AK Markram,caught,V Kohli,32,2,v South Africa,Gqeberha,South Africa,13 Feb 2018,ODI # 3976,bumrah-odi-wkt-62,"taken at mid-off. Markram's budding affair with the toe-end has cost him a wicket on Valentine's eve. Yet another off the bottom of the bat as he looks to chip. Looked to go with the angle this time, over mdiwicket, but was through early and this length ball pings off the bat to find Kohli.",,InField,"62. AK Markram c V Kohli b Bumrah
Test Match#: 36.0: v South Africa at Gqeberha in 2018 (1st innings)",Bumrah-ODI,9.4
37,63,H Klaasen,caught,V Kohli,22,1,v South Africa,Centurion,,16 Feb 2018,ODI # 3978,bumrah-odi-wkt-63,,,,"63. H Klaasen c V Kohli b Bumrah
Test Match#: 37.0: v South Africa at Centurion in 2018 (1st innings)",Bumrah-ODI,
37,64,Imran Tahir,caught,V Kohli,2,1,v South Africa,Centurion,,16 Feb 2018,ODI # 3978,bumrah-odi-wkt-64,,,,"64. Imran Tahir c V Kohli b Bumrah
Test Match#: 37.0: v South Africa at Centurion in 2018 (1st innings)",Bumrah-ODI,
38,65,Faheem Ashraf,caught,S Dhawan,21,1,v Pakistan,Dubai (DICS),,19 Sep 2018,ODI # 4040,bumrah-odi-wkt-65,"holes out to deep midwicket. He starts the new spell with the slower ball, pitches it on length well outside off and Faheem bends down to go for a bit shot and all he manages is a skier. Easy catch for Dhawan in the deep.",,Outfield,"65. Faheem Ashraf c S Dhawan b Bumrah
Test Match#: 38.0: v Pakistan at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,41.1
38,66,Usman Shinwari,bowled,,0,1,v Pakistan,Dubai (DICS),,19 Sep 2018,ODI # 4040,bumrah-odi-wkt-66,"right in the block hole, gets the base of off stump and the show's over! Quick and low, accurate stuff from Bumrah and Usman's bat comes down a bit too late.",,,"66. Usman Shinwari b  Bumrah
Test Match#: 38.0: v Pakistan at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,43.1
39,67,Najmul Hossain Shanto,caught,S Dhawan,7,1,v Bangladesh,Dubai (DICS),,21 Sep 2018,ODI # 4042,bumrah-odi-wkt-67,"loose shot from Nasir Hossain, drives way away from the body, throwing his hands at a wide fuller one. Gets a thick outside edge and Shikhar Dhawan at slip lets the ball pop up after hitting the palm before holding on to it on the second attempt.",,slip-cordon,"67. Najmul Hossain Shanto c S Dhawan b Bumrah
Test Match#: 39.0: v Bangladesh at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,5.1
39,68,Mehidy Hasan Miraz,caught,S Dhawan,42,1,v Bangladesh,Dubai (DICS),,21 Sep 2018,ODI # 4042,bumrah-odi-wkt-68,"snapped up by Dhawan at deep midwicket. Doesn't get hold of his pull, doesn't quite come onto the bat. Besides, he has to fetch it from outside off. Doesn't get the distance. Dhawan runs in and snaffles it low and slaps his thighs.",,Outfield,"68. Mehidy Hasan Miraz c S Dhawan b Bumrah
Test Match#: 39.0: v Bangladesh at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,47.2
39,69,Mustafizur Rahman,caught,S Dhawan,3,1,v Bangladesh,Dubai (DICS),,21 Sep 2018,ODI # 4042,bumrah-odi-wkt-69,"short ball, tucked up for room, scampers away and awkwardly tilts away as he tries to slap it. Miscues it to cover where Dhawan takes it easily.",,,"69. Mustafizur Rahman c S Dhawan b Bumrah
Test Match#: 39.0: v Bangladesh at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,49.1
40,70,Shoaib Malik,caught,MS Dhoni,78,1,v Pakistan,Dubai (DICS),,23 Sep 2018,ODI # 4044,bumrah-odi-wkt-70,"has he nudged that away to the keeper? Yup, he has. Malik walks off. No review. Huge, huge wicket. At a crucial juncture. Not quite the end Malik would've imagined. A length ball, angled into Malik, who looks for a nice little help-along to fine leg, finds the edge instead, and Dhoni gets down to his left behind the stumps to snaffle it.",,Keeper,"70. Shoaib Malik c MS Dhoni b Bumrah
Test Match#: 40.0: v Pakistan at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,43.4
40,71,Shadab Khan,bowled,,10,1,v Pakistan,Dubai (DICS),,23 Sep 2018,ODI # 4044,bumrah-odi-wkt-71,top-class bowling at the death. He's so accurate. Shadab stays leg side and desperately swings and swings hard. Gets an inside edge onto the back pad before it deflects onto the stumps. Have India choked Pakistan out of this game here?.,,,"71. Shadab Khan b  Bumrah
Test Match#: 40.0: v Pakistan at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,49.3
41,72,Rubel Hossain,bowled,,0,1,v Bangladesh,Dubai (DICS),,28 Sep 2018,ODI # 4048,bumrah-odi-wkt-72,"bowled him! Bumrah finds the crease first, the leg stump next. The No. 11 can't keep this one out.",,,"72. Rubel Hossain b  Bumrah
Test Match#: 41.0: v Bangladesh at Dubai (DICS) in 2018 (1st innings)",Bumrah-ODI,48.3
42,73,C Hemraj,caught,MS Dhoni,15,1,v West Indies,Pune,India,27 Oct 2018,ODI # 4062,bumrah-odi-wkt-73,"eeeeeeeepic catch from Dhoni. The moment the ball hits the top edge, he starts racing towards the backward square leg boundary, tracking it over his shoulder and even putting in a full-length dive. Is that a statement to the selectors? He doesn't really dive nowaways but a day after he's dropped from the T20 team, he pulls out all the stops. Looks 10 years younger as he hunts the ball down and gets India their first wicket. Top bouncer from Bumrah too, climbing up towards Hemraj's throat, giving him no room. He looks like a batsman who doesn't trust his defence and so will always go for the riskier option to get out of trouble. In this case, that is the hook shot.",,Keeper,"73. C Hemraj c MS Dhoni b Bumrah
Test Match#: 42.0: v West Indies at Pune in 2018 (1st innings)",Bumrah-ODI,5.5
42,74,KOA Powell,caught,RG Sharma,21,1,v West Indies,Pune,India,27 Oct 2018,ODI # 4062,bumrah-odi-wkt-74,"ripper! Play that, Bumrah says. Powell tries. He tries so hard, but all he can do is get squared up and nick off to first slip. A 145 kph snorther from India's spearhead. It pitches on and around leg stump. Then moves away off the seam. That puts the left-hander in an awkward spot, because he has no choice but to defend this delivery. Phew. That's basically the rudest wake up call ever. Rohit takes a superb grab too, moving quickly to his right, which is usually the wrong side for a first slipper, and taking it around chest-height..",,slip-cordon,"74. KOA Powell c RG Sharma b Bumrah
Test Match#: 42.0: v West Indies at Pune in 2018 (1st innings)",Bumrah-ODI,8.1
42,75,SD Hope,bowled,,95,1,v West Indies,Pune,India,27 Oct 2018,ODI # 4062,bumrah-odi-wkt-75,"yorker! Through him! And those stumps are a mess! Pune roars as the No. 1 ranked bowler in the world takes out the last remaining threat in the opposition. Hope couldn't do anything about it. How could he, when it keeps tailing in so sharply. And late. The bat comes down in a last ditch effort but by then the stumps are rattled. Splendid innings from Hope. He was especially good against spin today, and for a strokemaker like that to bat so freely on a slow pitch, is something special.",Yes,,"75. SD Hope b  Bumrah
Test Match#: 42.0: v West Indies at Pune in 2018 (1st innings)",Bumrah-ODI,43.5
42,76,AR Nurse,lbw,,40,1,v West Indies,Pune,India,27 Oct 2018,ODI # 4062,bumrah-odi-wkt-76,"lbw in front of middle, but Nurse goes for a review. More out of hope than anything because he has moved well across his stumps and this is a perfect yorker from Bumrah too. Ball-tracking shows three reds and Shamsuddin's decision stands.",,,"76. AR Nurse lbw  Bumrah
Test Match#: 42.0: v West Indies at Pune in 2018 (1st innings)",Bumrah-ODI,49.5
44,77,SD Hope,bowled,,0,1,v West Indies,Thiruvananthapuram,,1 Nov 2018,ODI # 4064,bumrah-odi-wkt-77,"bowled him and it's insane bowling! Movement off the pitch again - and that's all the more venomous when it's pitched up, at Bumrah's pace. Hope is coming forward, a little lazily, and is surprised that the ball bounces as much as it does. Tends to happen with Bumrah - hits the deck so hard, generating all his pace in the last couple of steps and that ridiculous right shoulder and so even length deliveries kick up. Hope tries to negotiate it by standing up taller, but he also ends up playing away from his body and the gap between bat and pad is massive. Misjudgment, inside edge, stumps broken.",,,"77. SD Hope b  Bumrah
Test Match#: 44.0: v West Indies at Thiruvananthapuram in 2018 (1st innings)",Bumrah-ODI,1.4
44,78,FA Allen,caught,KM Jadhav,4,1,v West Indies,Thiruvananthapuram,,1 Nov 2018,ODI # 4064,bumrah-odi-wkt-78,"taken at long leg! The short ball does it, as is the angle of the ball, coming sharply into the right-hander. Allen goes for the hook, but with the ball always climbing on him - at point of contact, it was above his throar - the top-edge was the likeliest result..",,InField,"78. FA Allen c KM Jadhav b Bumrah
Test Match#: 44.0: v West Indies at Thiruvananthapuram in 2018 (1st innings)",Bumrah-ODI,20.6
45,79,AJ Finch,caught,MS Dhoni,0,1,v Australia,Hyderabad,India,2 Mar 2019,ODI # 4102,bumrah-odi-wkt-79,"caught behind! Finch undone again by a cracker! Good length wide of off, Finch is worried about it coming back, he pushes forward, it hits the seam and nips away, catches the edge and an easy catch for Dhoni! What a delivery. Seam and bounce!.",,Keeper,"79. AJ Finch c MS Dhoni b Bumrah
Test Match#: 45.0: v Australia at Hyderabad in 2019 (1st innings)",Bumrah-ODI,1.3
45,80,NM Coulter-Nile,caught,V Kohli,28,1,v Australia,Hyderabad,India,2 Mar 2019,ODI # 4102,bumrah-odi-wkt-80,,,,"80. NM Coulter-Nile c V Kohli b Bumrah
Test Match#: 45.0: v Australia at Hyderabad in 2019 (1st innings)",Bumrah-ODI,
46,81,NM Coulter-Nile,bowled,,4,2,v Australia,Nagpur,India,5 Mar 2019,ODI # 4106,bumrah-odi-wkt-81,,,,"81. NM Coulter-Nile b  Bumrah
Test Match#: 46.0: v Australia at Nagpur in 2019 (1st innings)",Bumrah-ODI,
46,82,PJ Cummins,caught,MS Dhoni,0,2,v Australia,Nagpur,India,5 Mar 2019,ODI # 4106,bumrah-odi-wkt-82,"lovely delivery, and there's a big appeal for a low catch behind. Dhoni thinks it's out. They're taking this upstairs, and the soft signal is out. Length ball angling into a fourth-stump line, and it straightens off the pitch. Cummins pokes at it, gets a thin edge, and Dhoni, falling forward and to his right, takes this low chance as cleanly as possible. Bumrah is turning it on here.",,Keeper,"82. PJ Cummins c MS Dhoni b Bumrah
Test Match#: 46.0: v Australia at Nagpur in 2019 (1st innings)",Bumrah-ODI,45.2
48,83,SE Marsh,bowled,,6,2,v Australia,Mohali,India,10 Mar 2019,ODI # 4111,bumrah-odi-wkt-83,"goes right through him! Goes wide of the crease, bowls full and gets it to angle away, Marsh plays outside the line and ends up getting yorked nearly. This one tailed in just a hint to sneak through to crash into the stumps..",,,"83. SE Marsh b  Bumrah
Test Match#: 48.0: v Australia at Mohali in 2019 (1st innings)",Bumrah-ODI,3.3
48,84,UT Khawaja,caught,Kuldeep Yadav,91,2,v Australia,Mohali,India,10 Mar 2019,ODI # 4111,bumrah-odi-wkt-84,"superb catch running in from fine leg! Bumrah peppers him with a short ball from round the stumps, Khawaja hurried onto the pull, clearly late on it and gets a top edge. Kuldeep was late to run in but he certainly wasn't in any dilemma about not going for the catch. It was dying on him when he threw himself forward, managed to cup his hands underneath the ball. Big moment in the game, a monumental stand has been broken, but that said, it may not be a bad thing for Australia as it brings in Maxwell's firepower..",,Outfield,"84. UT Khawaja c Kuldeep Yadav b Bumrah
Test Match#: 48.0: v Australia at Mohali in 2019 (1st innings)",Bumrah-ODI,33.1
48,85,AT Carey,caught,S Dhawan,21,2,v Australia,Mohali,India,10 Mar 2019,ODI # 4111,bumrah-odi-wkt-85,"chipped and Dhawan takes the catch coming in from midwicket. Carey can't finish it off but he's played his part in this partnership. No slap of the thigh, Dhawan style. Tells you the situation of the game, doesn't it?.",,InField,"85. AT Carey c S Dhawan b Bumrah
Test Match#: 48.0: v Australia at Mohali in 2019 (1st innings)",Bumrah-ODI,47.4
50,86,HM Amla,caught,RG Sharma,6,1,v South Africa,Southampton,England,5 Jun 2019,ODI # 4150,bumrah-odi-wkt-86,"GOT 'IM! Good length, just outside off, and makes Amla defend from the crease. The extra bounce takes the outside edge, and Rohit Sharma pouches this at second slip, moving slightly across to his right. Just reward for what has been a terrific opening burst by Bumrah.",,slip-cordon,"86. HM Amla c RG Sharma b Bumrah
Test Match#: 50.0: v South Africa at Southampton in 2019 (1st innings)",Bumrah-ODI,3.2
50,87,Q de Kock,caught,V Kohli,10,1,v South Africa,Southampton,England,5 Jun 2019,ODI # 4150,bumrah-odi-wkt-87,"Bumrah has TWO! He's bowled better balls than this one, to be honest. Throws it a bit wide, but still fuller than most, and de Kock has a swish at it, and the outside edge carries it through to Kohli at third slip. That's one major blow for South African hopes.",,slip-cordon,"87. Q de Kock c V Kohli b Bumrah
Test Match#: 50.0: v South Africa at Southampton in 2019 (1st innings)",Bumrah-ODI,5.5
51,88,UT Khawaja,bowled,,42,2,v Australia,The Oval,England,9 Jun 2019,ODI # 4155,bumrah-odi-wkt-88,"boom boom Bumrah! Khawaja pays the price for trying to be too cute. Full on middle, and Khawaja shuffled across to try and ramp it past Dhoni, but he edges the ball right into his own stumps.",,,"88. UT Khawaja b  Bumrah
Test Match#: 51.0: v Australia at The Oval in 2019 (1st innings)",Bumrah-ODI,36.4
51,89,NM Coulter-Nile,caught,V Kohli,4,2,v Australia,The Oval,England,9 Jun 2019,ODI # 4155,bumrah-odi-wkt-89,,,,"89. NM Coulter-Nile c V Kohli b Bumrah
Test Match#: 51.0: v Australia at The Oval in 2019 (1st innings)",Bumrah-ODI,
51,90,PJ Cummins,caught,MS Dhoni,8,2,v Australia,The Oval,England,9 Jun 2019,ODI # 4155,bumrah-odi-wkt-90,"120ks slower offcutter, back of a length and outside off, Cummins swipes early to the leg side and edges it behind. Dhoni dives forward to pouch it.",,Keeper,"90. PJ Cummins c MS Dhoni b Bumrah
Test Match#: 51.0: v Australia at The Oval in 2019 (1st innings)",Bumrah-ODI,44.5
53,91,Rahmat Shah,caught,YS Chahal,36,2,v Afghanistan,Southampton,England,22 Jun 2019,ODI # 4169,bumrah-odi-wkt-91,"short, and he has looked to hook this away, and holed out! Top edge as he has to fetch this from outside off, and Chahal runs in from fine leg and takes a low catch, diving forward. Throws the ball up in air in jubilation, because boy did they need this lift! It's the number one bowler in the world who delivers for Kohli.",,Outfield,"91. Rahmat Shah c YS Chahal b Bumrah
Test Match#: 53.0: v Afghanistan at Southampton in 2019 (1st innings)",Bumrah-ODI,28.4
53,92,Hashmatullah Shahidi,caught,JJ Bumrah,21,2,v Afghanistan,Southampton,England,22 Jun 2019,ODI # 4169,bumrah-odi-wkt-92,"TWO FOR BUMRAH! Digs in a short-of-a-length ball, angled into Shahidi, who jumps as he tries to negotiate this. It runs off the outside of the bat and pops back up for Bumrah, who takes the catch and celebrates. What an over this is from Jasprit Bumrah!.",,return catch,"92. Hashmatullah Shahidi c JJ Bumrah b Bumrah
Test Match#: 53.0: v Afghanistan at Southampton in 2019 (1st innings)",Bumrah-ODI,28.6
54,93,CR Brathwaite,caught,MS Dhoni,1,2,v West Indies,Manchester,England,27 Jun 2019,ODI # 4175,bumrah-odi-wkt-93,"terrific take by Dhoni Back of a length and bowled from wider of the crease, holds its line and opens up Brathwaite, who can only follow the ball with bat and snick through. Dhoni dives to his right and takes a one-handed catch..",,Keeper,"93. CR Brathwaite c MS Dhoni b Bumrah
Test Match#: 54.0: v West Indies at Manchester in 2019 (1st innings)",Bumrah-ODI,26.1
54,94,FA Allen,lbw,,0,2,v West Indies,Manchester,England,27 Jun 2019,ODI # 4175,bumrah-odi-wkt-94,"oh that's a dead duck 144 kph and Fabian Allen is going for a review, but I think this is just a review because he's the last man with batting chops left. Fast 144kph ball on a length, nipping in, catches him on the crease, his bat is too late coming down and hits him on the knee roll. No bat involved, and it's umpire's call on hitting the stumps. So Allen has to go, but West Indies keep their review..",,,"94. FA Allen lbw  Bumrah
Test Match#: 54.0: v West Indies at Manchester in 2019 (1st innings)",Bumrah-ODI,26.2
55,95,BA Stokes,caught,RA Jadeja (sub),79,1,v England,Birmingham,England,30 Jun 2019,ODI # 4179,bumrah-odi-wkt-95,"scooped off the stumps - but straight to fine leg! There was a man back and Stokes picked him out, having wracked his brains for any method of getting Bumrah away! The front foot is tight on the line but I think that's just about okay... Yep, Stokes was lingering on the boundary rope but he's told to be on his way.",,Outfield,"95. BA Stokes c RA Jadeja (sub) b Bumrah
Test Match#: 55.0: v England at Birmingham in 2019 (1st innings)",Bumrah-ODI,49.4
56,96,Mosaddek Hossain,bowled,,3,2,v Bangladesh,Birmingham,England,2 Jul 2019,ODI # 4182,bumrah-odi-wkt-96,drag on via the offcutter! Bumrah rolls his fingers over at 119 kph getting this to land on a good length on about a fifth stump line. Mosaddek wanted to run this with an open face down to third man but he's a touch out in front of the ball not accounting for the change of pace and the ball caroms off the inside bottom edge back onto the stumps..,,,"96. Mosaddek Hossain b  Bumrah
Test Match#: 56.0: v Bangladesh at Birmingham in 2019 (1st innings)",Bumrah-ODI,32.2
56,97,Sabbir Rahman,bowled,,36,2,v Bangladesh,Birmingham,England,2 Jul 2019,ODI # 4182,bumrah-odi-wkt-97,"GOT HIM! Fullish, and a change of pace at just 118kph. Sabbir swings free, but cannot make any contact with this. It goes on to just brush the leg stump after missing his flashing blade. That has the ring of ""game, set, match India"" all over it!.",,,"97. Sabbir Rahman b  Bumrah
Test Match#: 56.0: v Bangladesh at Birmingham in 2019 (1st innings)",Bumrah-ODI,43.1
56,98,Rubel Hossain,bowled,,9,2,v Bangladesh,Birmingham,England,2 Jul 2019,ODI # 4182,bumrah-odi-wkt-98,"YORKED HIM! Full, fast, and gives no chance to Rubel Hossain. He backs away yet again, but this time the angle of the ball gives him no chance to jam the bat down in time. Bangladesh are running out of wickets, but what an absolutely fantastic rearguard action it has been since Shakib fell!.",,,"98. Rubel Hossain b  Bumrah
Test Match#: 56.0: v Bangladesh at Birmingham in 2019 (1st innings)",Bumrah-ODI,47.5
56,99,Mustafizur Rahman,bowled,,0,2,v Bangladesh,Birmingham,England,2 Jul 2019,ODI # 4182,bumrah-odi-wkt-99,"THROUGH HIM! That's how it's done, says Jasprit Bumrah. From one exponent of great death bowling to the other! That went through Mustafizur before his bat could even contemplate its descent down to meet with the ball. Goes through between the bottom the bat and his toe, and goes on to hit the base of off-stump..",,,"99. Mustafizur Rahman b  Bumrah
Test Match#: 56.0: v Bangladesh at Birmingham in 2019 (1st innings)",Bumrah-ODI,47.6
57,100,FDM Karunaratne,caught,MS Dhoni,10,1,v Sri Lanka,Leeds,England,6 Jul 2019,ODI # 4187,bumrah-odi-wkt-100,"gone, is it? Dhoni's convinced, and Karunaratne begins walking. Width on this occasion, but it isn't short enough to cut, and he plays it with an angled bat rather than a horizontal bat, and only manages a top edge.",Yes,Keeper,"100. FDM Karunaratne c MS Dhoni b Bumrah
Test Match#: 57.0: v Sri Lanka at Leeds in 2019 (1st innings)",Bumrah-ODI,3.4
57,101,MDKJ Perera,caught,MS Dhoni,18,1,v Sri Lanka,Leeds,England,6 Jul 2019,ODI # 4187,bumrah-odi-wkt-101,"is that an edge? There was a sound, and both Sri Lankan openers have walked. Bumrah's been getting the ball to straighten against his angle all through this spell, and it happens again. Slants across the left-hander, straightens back just a touch, and Kusal, looking to punch to mid-on, gets an inside edge on it that Dhoni does well to catch, falling low to his right. On TV, Kumar Sangakkara notes that Kusal's bat was coming down from gully, and slicing across the line as a result.",,Keeper,"101. MDKJ Perera c MS Dhoni b Bumrah
Test Match#: 57.0: v Sri Lanka at Leeds in 2019 (1st innings)",Bumrah-ODI,7.1
57,102,AD Mathews,caught,RG Sharma,113,1,v Sri Lanka,Leeds,England,6 Jul 2019,ODI # 4187,bumrah-odi-wkt-102,"gone. Not quite in the blockhole, on off stump, and Mathews actually times that really well, making a bit of room and punch-driving, but it's in the air at catchable height, and straight to extra-cover. A few meters either side of him, and that could have been a boundary. End of a wonderful knock, walks off acknowledging a big ovation. Is this the last we'll see of Mathews with the bat in a World Cup match?.",,InField,"102. AD Mathews c RG Sharma b Bumrah
Test Match#: 57.0: v Sri Lanka at Leeds in 2019 (1st innings)",Bumrah-ODI,48.2
58,103,MJ Guptill,caught,V Kohli,1,1,v New Zealand,Manchester,England,9 Jul 2019,ODI # 4190,bumrah-odi-wkt-103,"edged and gone! Bumrah's cobra-like zip off a tight off-stump line, snags the outside edge of a back-foot flinch, and that's a tremendous take from Kohli at second slip! Utterly flying, and he clings on with a shimmy to his left, high in front of his face.",,slip-cordon,"103. MJ Guptill c V Kohli b Bumrah
Test Match#: 58.0: v New Zealand at Manchester in 2019 (1st innings)",Bumrah-ODI,3.3
60,104,A Zampa,caught,KL Rahul,6,2,v Australia,Rajkot,India,17 Jan 2020,ODI # 4232,bumrah-odi-wkt-104,"back of a length ball follows Zampa backing away from leg stump, tries to fend this off but only manages an edge through to Rahul. Bumrah finally gets a much deserved wicket. That's it. India win by 36 runs..",,,"104. A Zampa c KL Rahul b Bumrah
Test Match#: 60.0: v Australia at Rajkot in 2020 (1st innings)",Bumrah-ODI,49.1
65,105,AJ Finch,caught,KL Rahul,114,1,v Australia,Sydney,Australia,27 Nov 2020,ODI # 4265,bumrah-odi-wkt-105,"An attempted ramp goes wrong! He lobs a catch to Rahul. It was a bouncer that just sat up above his head, he tried to ramp it over Rahul but he just lobbed it up off the face of the bat to Rahul.",,,"105. AJ Finch c KL Rahul b Bumrah
Test Match#: 65.0: v Australia at Sydney in 2020 (1st innings)",Bumrah-ODI,39.6
66,106,M Labuschagne,caught,MA Agarwal,70,1,v Australia,Sydney,Australia,29 Nov 2020,ODI # 4266,bumrah-odi-wkt-106,"caught at mid off! He picks out the man this time. It was a half volley in the slot, he tried to loft over mid off but nailed it flat and Agarwal takes the catch easily on the circle.",,InField,"106. M Labuschagne c MA Agarwal b Bumrah
Test Match#: 66.0: v Australia at Sydney in 2020 (1st innings)",Bumrah-ODI,48.5
67,107,GJ Maxwell,bowled,,59,2,v Australia,Canberra,Australia,2 Dec 2020,ODI # 4267,bumrah-odi-wkt-107,"bam, the bails go flying all over the place. That elastic right arm goes beyond the vertical and whangs it full and fast, at the base of the stumps. Maxwell looks to make room and carve it through the covers, working against the angle. He misses, and Bumrah - who's bowled so well with no luck all this while - hits. A crucial, crucial blow.",,,"107. GJ Maxwell b  Bumrah
Test Match#: 67.0: v Australia at Canberra in 2020 (1st innings)",Bumrah-ODI,44.3
67,108,A Zampa,lbw,,4,2,v Australia,Canberra,Australia,2 Dec 2020,ODI # 4267,bumrah-odi-wkt-108,"big appeal for lbw, given. Zampa shuffles across and Bumrah bowls it full and straight. He misses the flick, and it looked pretty plumb, given especially how deep he was in his crease, but Zampa has reviewed anyway. No edge on it. Both feet inside the crease, and it's smashing into leg stump, so India have wrapped up a victory that will bring them quite a bit of comfort, after five successive ODI losses, and seven in a row across formats..",,,"108. A Zampa lbw  Bumrah
Test Match#: 67.0: v Australia at Canberra in 2020 (1st innings)",Bumrah-ODI,49.3
68,109,JN Malan,caught,RR Pant,6,1,v South Africa,Paarl,,19 Jan 2022,ODI # 4344,bumrah-odi-wkt-109,"nicks off and the sideways movement does for Malan. Swings away and seams off the surface, and as Malan hangs a bat out at it, he feathers it through to the keeper. India strike early!.",,Keeper,"109. JN Malan c RR Pant b Bumrah
Test Match#: 68.0: v South Africa at Paarl in 2022 (1st innings)",Bumrah-ODI,4.2
68,110,T Bavuma,caught,KL Rahul,110,1,v South Africa,Paarl,,19 Jan 2022,ODI # 4344,bumrah-odi-wkt-110,"Bavuma holes out to long-on. Looked like he got underneath one from Bumrah, but couldn't find the connection on it, and a - wait for it - 204-run partnership finally comes to an end. What a fourth-wicket stand, what an innings from Bavuma.",,Outfield,"110. T Bavuma c KL Rahul b Bumrah
Test Match#: 68.0: v South Africa at Paarl in 2022 (1st innings)",Bumrah-ODI,48.1
69,111,JN Malan,bowled,,91,2,v South Africa,Paarl,,21 Jan 2022,ODI # 4346,bumrah-odi-wkt-111,"castled. Bumrah does it. He's been getting the ball to move in sharply. This one was an off-cutter, Malan sees it on a length outside off and is looking to just keep it out by pushing at it, bounces a tad more than he thought and knocks him on the gloves, then crashes into stumps. He almost didn't realise he'd been bowled..",,,"111. JN Malan b  Bumrah
Test Match#: 69.0: v South Africa at Paarl in 2022 (1st innings)",Bumrah-ODI,34.4
70,112,Q de Kock,caught,S Dhawan,124,1,v South Africa,Cape Town,South Africa,23 Jan 2022,ODI # 4349,bumrah-odi-wkt-112,"taken at deep square leg! Bumrah brings the breakthrough. Short ball this time, de Kock goes for the pull with a fielder in the deep on leg, and Dhawan is ready there to grab it and celebrate it with his thigh slap and the raised finger.",,Outfield,"112. Q de Kock c S Dhawan b Bumrah
Test Match#: 70.0: v South Africa at Cape Town in 2022 (1st innings)",Bumrah-ODI,35.4
70,113,KA Maharaj,caught,V Kohli,6,1,v South Africa,Cape Town,South Africa,23 Jan 2022,ODI # 4349,bumrah-odi-wkt-113,"slower offcutter, short of length and wide as well, which means Maharaj is not in complete control of the swing down the ground. It's a leading edge straight down, and Kohli takes it while running to his left from long-on.",,Outfield,"113. KA Maharaj c V Kohli b Bumrah
Test Match#: 70.0: v South Africa at Cape Town in 2022 (1st innings)",Bumrah-ODI,48.5
71,114,JJ Roy,bowled,,0,1,v England,The Oval,England,12 Jul 2022,ODI # 4424,bumrah-odi-wkt-114,"he's gone this time! Reaching for the wide line, perhaps playing for the swing that wasn't there this time, he aims very square, but can get only a fat inside-edge into the stumps!.",,,"114. JJ Roy b  Bumrah
Test Match#: 71.0: v England at The Oval in 2022 (1st innings)",Bumrah-ODI,1.4
