TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
22,113,RP Singh,caught,GC Smith,0,1,v India,Ahmedabad,India,3 Apr 2008,Test # 1871,styen-wkt-113,"how does any tailender play that? Steyn bangs it in short of a length on middle, the bounce really squares up RP and the pace too gets the better of him as he tries to fend it off, he fails to keep the ball down and the ball lobs off the top half of his bat and goes to Smith at first slip.",,slip-cordon,"113. RP Singh c GC Smith b Steyn
Test Match#: 22.0: v India at Ahmedabad in 2008 (1st innings)",Steyn,19.3
22,114,S Sreesanth,bowled,,0,1,v India,Ahmedabad,India,3 Apr 2008,Test # 1871,styen-wkt-114,"Steyn completes the demolition job with a five-for! Steyn pitches this on a good length on offstump and gets it to straighten, Sreesanth is rooted to the crease and gets squared up by the pace, the ball crashes onto the offstump and pegs it back.",,,"114. S Sreesanth b  Steyn
Test Match#: 22.0: v India at Ahmedabad in 2008 (1st innings)",Steyn,19.6
22,115,SC Ganguly,caught,MV Boucher,87,3,v India,Ahmedabad,India,3 Apr 2008,Test # 1871,styen-wkt-115,"Ganguly goes, that is a big wicket, fullish delivery, not much foot movement as he flashes at it. The outside edge lands in Boucher's hands. Ganguly was quite upset at the decision. There was a puff of dust as the ball left the bat, and the bat may have struck the pitch which might have been the sound the umpire heard..",,Keeper,"115. SC Ganguly c MV Boucher b Steyn
Test Match#: 22.0: v India at Ahmedabad in 2008 (2nd innings)",Steyn,69.3
22,116,Harbhajan Singh,lbw,,4,3,v India,Ahmedabad,India,3 Apr 2008,Test # 1871,styen-wkt-116,"good comeback by Steyn after that shocker, he gets his line spot on and the length is good as it pitches just outside the line of offstump and comes back in, Harbhajan gets a half prod forward and the ball hits him in line with middle stump.",,,"116. Harbhajan Singh lbw  Steyn
Test Match#: 22.0: v India at Ahmedabad in 2008 (2nd innings)",Steyn,86.1
22,117,RP Singh,caught,JH Kallis,8,3,v India,Ahmedabad,India,3 Apr 2008,Test # 1871,styen-wkt-117,"after softening him up with bouncers, Steyn bangs in another short one and forces him to play at it, he fends it off uneasily, arches backwards and the edge flies to Kallis who cups his hands at second slip.",,slip-cordon,"117. RP Singh c JH Kallis b Steyn
Test Match#: 22.0: v India at Ahmedabad in 2008 (2nd innings)",Steyn,90.4
23,118,V Sehwag,lbw,,8,2,v India,Kanpur,India,11 Apr 2008,Test # 1873,styen-wkt-118,"lbw! South Africa are thrilled! Steyn follows several short balls with a good length one that pitches just outside off and angles into the right-hander, Sehwag hardly moves his feet while trying to defend and gets hit in line with off stump, that ball is heading for middle stump and Asad Rauf raises the finger in a flash.",,,"118. V Sehwag lbw  Steyn
Test Match#: 23.0: v India at Kanpur in 2008 (1st innings)",Steyn,4.6
23,119,Harbhajan Singh,lbw,,6,2,v India,Kanpur,India,11 Apr 2008,Test # 1873,styen-wkt-119,"that is quick and straight from Steyn, Harbhajan stays on the back foot and moves across his crease, he gets hit flush on the pad, Asad Rauf makes a quick decision and raises the finger.",,,"119. Harbhajan Singh lbw  Steyn
Test Match#: 23.0: v India at Kanpur in 2008 (1st innings)",Steyn,82.5
23,120,SC Ganguly,caught,HM Amla,87,2,v India,Kanpur,India,11 Apr 2008,Test # 1873,styen-wkt-120,"Ganguly tries to play the big shot, he moves his front foot out of the way and tries to loft over the off side, he slices it straight to Amla who is just outside the circle at extra cover, India have lost two in two.",,InField,"120. SC Ganguly c HM Amla b Steyn
Test Match#: 23.0: v India at Kanpur in 2008 (1st innings)",Steyn,86.1
24,121,MP Vaughan,bowled,,2,1,v England,Lord's,England,10 Jul 2008,Test # 1880,styen-wkt-121,"what a ripper! Vaughan's a shaky starter and this did him in, pitching on a length, middle and off, straightening, and he plays all around it, losing his off stump.",,,"121. MP Vaughan b  Steyn
Test Match#: 24.0: v England at Lord's in 2008 (1st innings)",Steyn,42.6
25,122,MP Vaughan,caught,GC Smith,0,1,v England,Leeds,England,18 Jul 2008,Test # 1881,styen-wkt-122,"full, edged and gone! Vaughan falls to his nemesis for the second time in the series, and now South Africa are fully in control. Just enough bounce and movement to take a thick edge, and Graeme Smith at first slip swoops to complete a comfortable catch.",,slip-cordon,"122. MP Vaughan c GC Smith b Steyn
Test Match#: 25.0: v England at Leeds in 2008 (1st innings)",Steyn,12.5
25,123,KP Pietersen,caught,GC Smith,45,1,v England,Leeds,England,18 Jul 2008,Test # 1881,styen-wkt-123,"got him now! Steyn punches hard, delighted, after finding a better length outside off, Pietersen flashes firmly away from the body and the thick edge goes through.",,slip-cordon,"123. KP Pietersen c GC Smith b Steyn
Test Match#: 25.0: v England at Leeds in 2008 (1st innings)",Steyn,28.2
25,124,A Flintoff,caught,MV Boucher,17,1,v England,Leeds,England,18 Jul 2008,Test # 1881,styen-wkt-124,"wide and loose, and Flintoff has a flat-footed swipe that flies through to Boucher! An anticlimactic end - it wasn't the best ball that Freddie's faced all day, and he knows it. That had runs all over it, but his feet didn't respond to the invitation.",,Keeper,"124. A Flintoff c MV Boucher b Steyn
Test Match#: 25.0: v England at Leeds in 2008 (1st innings)",Steyn,44.2
25,125,DJ Pattinson,caught,MV Boucher,8,1,v England,Leeds,England,18 Jul 2008,Test # 1881,styen-wkt-125,"this time he does get the edge! Good bowling from Steyn, hooping the ball around the outside edge and Boucher swoops to claim his fifth catch of an excellent innings.",Yes,Keeper,"125. DJ Pattinson c MV Boucher b Steyn
Test Match#: 25.0: v England at Leeds in 2008 (1st innings)",Steyn,52.3
25,126,JM Anderson,lbw,,34,3,v England,Leeds,England,18 Jul 2008,Test # 1881,styen-wkt-126,"but he has to go this time, Umpire Bowden dispensing the crooked finger as Anderon's beaten for pace by a full one which would have gone on to hit middle.",,,"126. JM Anderson lbw  Steyn
Test Match#: 25.0: v England at Leeds in 2008 (2nd innings)",Steyn,46.4
25,127,TR Ambrose,caught,MV Boucher,36,3,v England,Leeds,England,18 Jul 2008,Test # 1881,styen-wkt-127,"shorter, in the slot for the cut, and Steyn strikes! Ambrose was drawn into the shot, but the extra bounce of the new ball did for him, and Boucher claims his ninth of the match.",,Keeper,"127. TR Ambrose c MV Boucher b Steyn
Test Match#: 25.0: v England at Leeds in 2008 (2nd innings)",Steyn,86.5
25,128,MS Panesar,bowled,,10,3,v England,Leeds,England,18 Jul 2008,Test # 1881,styen-wkt-128,"full and straight and Panesar goes now, completely castled, the ball hitting the top of off stump.",,,"128. MS Panesar b  Steyn
Test Match#: 25.0: v England at Leeds in 2008 (2nd innings)",Steyn,94.3
26,129,Tamim Iqbal,bowled,,7,2,v Bangladesh,Bloemfontein,,19 Nov 2008,Test # 1893,styen-wkt-129,"what a ball! Swings back quite a bit towads the batsman, plays all around the ball and he hits off-stump out of the ground..",,,"129. Tamim Iqbal b  Steyn
Test Match#: 26.0: v Bangladesh at Bloemfontein in 2008 (1st innings)",Steyn,2.6
26,130,Mohammad Ashraful,caught,ND McKenzie,1,2,v Bangladesh,Bloemfontein,,19 Nov 2008,Test # 1893,styen-wkt-130,"and that's another one! Full and wide, flashy cover drive attempted, thick outside edge flies away to McKenzie at gully..",,close-in,"130. Mohammad Ashraful c ND McKenzie b Steyn
Test Match#: 26.0: v Bangladesh at Bloemfontein in 2008 (1st innings)",Steyn,12.4
26,131,Imrul Kayes,bowled,,4,3,v Bangladesh,Bloemfontein,,19 Nov 2008,Test # 1893,styen-wkt-131,"unlucky, gets an inside edge onto his stumps, was slightly hesitant on whether top play or leave the ball, just let the bat hang out there and get the inside edge..",,,"131. Imrul Kayes b  Steyn
Test Match#: 26.0: v Bangladesh at Bloemfontein in 2008 (2nd innings)",Steyn,2.3
26,132,Shakib Al Hasan,caught,MV Boucher,0,3,v Bangladesh,Bloemfontein,,19 Nov 2008,Test # 1893,styen-wkt-132,"another short one, attempts to cut the ball away but only manages a fine little snick through to Boucher who makes no mistake..",,Keeper,"132. Shakib Al Hasan c MV Boucher b Steyn
Test Match#: 26.0: v Bangladesh at Bloemfontein in 2008 (2nd innings)",Steyn,32.4
26,133,Naeem Islam,caught,MV Boucher,3,3,v Bangladesh,Bloemfontein,,19 Nov 2008,Test # 1893,styen-wkt-133,"gone! Just pushed at a delivery just outside off, maybe just a bit too late on the shot there. Beaten by pace..",,Keeper,"133. Naeem Islam c MV Boucher b Steyn
Test Match#: 26.0: v Bangladesh at Bloemfontein in 2008 (2nd innings)",Steyn,36.6
26,134,Mashrafe Mortaza,bowled,,6,3,v Bangladesh,Bloemfontein,,19 Nov 2008,Test # 1893,styen-wkt-134,"this time Steyn doesn't miss, uproots off-stump and that's eight down, two to go..",,,"134. Mashrafe Mortaza b  Steyn
Test Match#: 26.0: v Bangladesh at Bloemfontein in 2008 (2nd innings)",Steyn,40.5
26,135,Shahadat Hossain,bowled,,16,3,v Bangladesh,Bloemfontein,,19 Nov 2008,Test # 1893,styen-wkt-135,"finally gets the full straight delivery. Hossain swings again, but this time Steyn hits the stumps..",,,"135. Shahadat Hossain b  Steyn
Test Match#: 26.0: v Bangladesh at Bloemfontein in 2008 (2nd innings)",Steyn,48.5
27,136,Shahadat Hossain,caught,MV Boucher,4,1,v Bangladesh,Centurion,South Africa,26 Nov 2008,Test # 1895,styen-wkt-136,gone! Another one down. Just one wicket to go. Fine little snick through to Boucher..,,Keeper,"136. Shahadat Hossain c MV Boucher b Steyn
Test Match#: 27.0: v Bangladesh at Centurion in 2008 (1st innings)",Steyn,64.2
28,137,MEK Hussey,caught,AB de Villiers,0,1,v Australia,Perth,Australia,17 Dec 2008,Test # 1899,styen-wkt-137,"Hussey's gone for a duck! He pushes forward at one that slants across him and gets a thick outside edge which flies low towards third slip, de Villiers dives forward and grabs it inches from the ground, terrific catch, what a fielder he is, Steyn's celebration is intense!.",,Keeper,"137. MEK Hussey c AB de Villiers b Steyn
Test Match#: 28.0: v Australia at Perth in 2008 (1st innings)",Steyn,5.2
28,138,B Lee,caught,JP Duminy,29,1,v Australia,Perth,Australia,17 Dec 2008,Test # 1899,styen-wkt-138,"Lee is steyned. Kicks up from a length, 143 kmph delivery and the pace and the bounce off a length did the job. Lee stabbed it off the outside edge to gully. Gone. Eight down. 300 up. Runs and wickets. Lovely Test match day..",,close-in,"138. B Lee c JP Duminy b Steyn
Test Match#: 28.0: v Australia at Perth in 2008 (1st innings)",Steyn,81.5
28,139,ML Hayden,caught,DW Steyn,4,3,v Australia,Perth,Australia,17 Dec 2008,Test # 1899,styen-wkt-139,"caught and bowled! Steyn gets his man, he bowls a quick and straight delivery on middle and leg stump, Hayden tries to flick but misses, the ball thuds into his pad, only his pad, and pops back to the bowler, Steyn catches it and appeals, Aleem Dar raises the finger, loud resounding boos after the replays are shown on screen, that looked like it was just off the pad.",,return catch,"139. ML Hayden c DW Steyn b Steyn
Test Match#: 28.0: v Australia at Perth in 2008 (2nd innings)",Steyn,8.3
28,140,MJ Clarke,caught,JH Kallis,25,3,v Australia,Perth,Australia,17 Dec 2008,Test # 1899,styen-wkt-140,"caught at slip! The ball was there to be hit, it was short and wide outside off stump, Clarke freed his arms and tried to cut it over point, he got a thick outside edge straight to Kallis at first slip, it flew to him quickly at chest height and he took it well.",,InField,"140. MJ Clarke c JH Kallis b Steyn
Test Match#: 28.0: v Australia at Perth in 2008 (2nd innings)",Steyn,50.6
29,141,SM Katich,bowled,,54,1,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-141,"bowled him! Steyn pitches the ball on a good length and angles it into the left-hander, Katich moves across and tries to drive on the up through the off side, the angle into him forces the inside edge and the ball thuds into the stumps off the bat, South Africa have struck just when Australia were getting away.",,,"141. SM Katich b  Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (1st innings)",Steyn,33.6
29,142,MEK Hussey,caught,MV Boucher,0,1,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-142,"caught! Hussey was in two minds whether to leave the ball or not, he began to push forward to a good length ball just outside off stump but then decided to lift his bat out of the way, he was late in doing so and the ball clipped the bottom of his bat and went through to Boucher who took an easy catch.",,Keeper,"142. MEK Hussey c MV Boucher b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (1st innings)",Steyn,37.3
29,143,B Lee,caught,JH Kallis,21,1,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-143,"but the fun is over for Lee, courtesy a sharp catch from Kallis at second slip! Steyn comes back after going for a boundary, pitching the ball up and inviting the drive, gets the ball to move, Lee doesn't play it well at all and gets a thick outside edge to Kallis who cups it in front of his face.",,slip-cordon,"143. B Lee c JH Kallis b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (1st innings)",Steyn,95.2
29,144,MG Johnson,bowled,,0,1,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-144,"see, thats all you need to do, Steyn, its simple ... pitch it on the stumps! The change of angle eventually works after two wayward deliveries to Johnson, who gets one on a near-perfect length, watches it swing a shade, doesn't defend in time and loses his stumps.",,,"144. MG Johnson b  Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (1st innings)",Steyn,95.5
29,145,NM Hauritz,caught,GC Smith,12,1,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-145,"edged and it doesn't carry, or does it? Steyn draws a regulation thick outside edge off the bat as Hauritz plays off the back foot, which starts dipping on Smith at first slip as Boucher doesn't go for it ... the ball hits the fingers on the full, sort of jamming them, Smith is not sure and so the two umpires get together and after some communication with the television umpire it is decided that Smith took it cleanly ... still some confusion but Hauritz has to go, I saw replays a couple times and it looked a very tough call to make .. it looked like Smith jammed his fingers under the ball in time, though he was quick to say he wasn't sure.",,slip-cordon,"145. NM Hauritz c GC Smith b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (1st innings)",Steyn,101.5
29,146,ML Hayden,caught,JP Duminy,23,3,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-146,"and he's gone! Smart captaincy from Smith to put in a short extra cover, Steyn pitches just back of a length and an aggressive Hayden drives it straight into Duminy's lap.",,InField,"146. ML Hayden c JP Duminy b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (2nd innings)",Steyn,10.4
29,147,SM Katich,caught,MV Boucher,15,3,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-147,"edged and gone, and a silly shot! Katich sees a full and wide ball and chases it only to get a faint edge through to Boucher, who dives to pouch it low to his left, well held there.",,Keeper,"147. SM Katich c MV Boucher b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (2nd innings)",Steyn,12.2
29,148,MJ Clarke,caught,ND McKenzie,29,3,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-148,"a sharp catch to a short ball! This pretty much sums up Clarke's innings, as he gets back and reaches out to slap a short and wide ball off the lower half of the bat to short cover, where McKenzie dives to his left and cups the catch.",,close-in,"148. MJ Clarke c ND McKenzie b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (2nd innings)",Steyn,43.1
29,149,A Symonds,caught,JH Kallis,0,3,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-149,"now thats well taken by Kallis at second slip! A superb delivery to Symonds again, pitched up on nearly a perfect length and a leaden-footed Symonds goes for a duck, pushing hard and sending the ball low to Kallis, who cups it low in front of him.",,slip-cordon,"149. A Symonds c JH Kallis b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (2nd innings)",Steyn,43.6
29,150,PM Siddle,caught,MV Boucher,6,3,v Australia,Melbourne,Australia,26 Dec 2008,Test # 1902,styen-wkt-150,"150 wickets from 29 Tests! Steyn bursts into tears after Siddle tickles a shorter off cutter through to Boucher, capping a wonderful Test match, ten wickets and a fifty.",Yes,Keeper,"150. PM Siddle c MV Boucher b Steyn
Test Match#: 29.0: v Australia at Melbourne in 2008 (2nd innings)",Steyn,84.2
30,151,ML Hayden,bowled,,31,1,v Australia,Sydney,Australia,3 Jan 2009,Test # 1904,styen-wkt-151,"dragged on! Hayden's feet go nowhere fast as he flashes a booming drive to a fuller, swinging delivery and instead of the deep cover boundary he deposits the ball back onto his stumps in agony.",,,"151. ML Hayden b  Steyn
Test Match#: 30.0: v Australia at Sydney in 2009 (1st innings)",Steyn,33.3
30,152,BJ Haddin,bowled,,38,1,v Australia,Sydney,Australia,3 Jan 2009,Test # 1904,styen-wkt-152,"timber! Steyn castles Haddin up with peach of a ball that hits a length, squares him up and swings away from the bat very late, and then cannons into the top of off stump, a real gem of a delivery to unsettle Australia late in the day, and snap a threatening partnership.",,,"152. BJ Haddin b  Steyn
Test Match#: 30.0: v Australia at Sydney in 2009 (1st innings)",Steyn,81.4
30,153,MG Johnson,caught,GC Smith,64,1,v Australia,Sydney,Australia,3 Jan 2009,Test # 1904,styen-wkt-153,"soft dismissal, and Steyn strikes quickly into his reappearance! He pitches full and wide, angles it away, and Johnson gets a thick edge into Smith's waiting palms at first slip.",,slip-cordon,"153. MG Johnson c GC Smith b Steyn
Test Match#: 30.0: v Australia at Sydney in 2009 (1st innings)",Steyn,121.5
30,154,SM Katich,lbw,,61,3,v Australia,Sydney,Australia,3 Jan 2009,Test # 1904,styen-wkt-154,"he's been given! Katich shuffles across and plays the clip, there's but a half appeal from Boucher and slip and Asoka de Silva raises the finger, it struck him Katich in front of about middle and leg stump but there was no reaction from Steyn, all the umpire needed was one person to ask the question and Boucher and Kallis' appeal was more than enough.",,,"154. SM Katich lbw  Steyn
Test Match#: 30.0: v Australia at Sydney in 2009 (2nd innings)",Steyn,50.5
31,155,PJ Hughes,caught,MV Boucher,0,1,v Australia,Johannesburg,South Africa,26 Feb 2009,Test # 1910,styen-wkt-155,"super start for Steyn, and a duck for Hughes on debut! Short delivery just outside off stump, rises up off the surface and Hughes jumps at it, trying to slash it over the slips, but can only succeed in getting a faint under-edge through to a gleeful Boucher, who springs up and takes the offer.",,Keeper,"155. PJ Hughes c MV Boucher b Steyn
Test Match#: 31.0: v Australia at Johannesburg in 2009 (1st innings)",Steyn,0.4
31,156,SM Katich,caught,ND McKenzie,3,1,v Australia,Johannesburg,South Africa,26 Feb 2009,Test # 1910,styen-wkt-156,"stunning catch! And i mean stunning! Steyn pitches it just back of a length outside off stump, Katich opens the face and tries to steer the ball away but thats a brilliant effort from McKenzie at gully, diving horizontal to his right and plucking the ball with one outstretched hand, then tumbling to the ground before his team-mates and the fortunate bowler mob him.",,close-in,"156. SM Katich c ND McKenzie b Steyn
Test Match#: 31.0: v Australia at Johannesburg in 2009 (1st innings)",Steyn,8.5
31,157,MJ Clarke,caught,MV Boucher,68,1,v Australia,Johannesburg,South Africa,26 Feb 2009,Test # 1910,styen-wkt-157,"silly shot and thats the end of Clarke just before tea! A needless shot from the vice-captain, chasing one pitched up rather wide and gently starting to shape away, he's nowhere near the pitch and swings a thick outside edge through to Boucher and Steyn is red-faced in celebration.",,Keeper,"157. MJ Clarke c MV Boucher b Steyn
Test Match#: 31.0: v Australia at Johannesburg in 2009 (1st innings)",Steyn,49.4
31,158,AB McDonald,caught,JH Kallis,0,1,v Australia,Johannesburg,South Africa,26 Feb 2009,Test # 1910,styen-wkt-158,"got him! McDonald goes for a duck, pushing at a full, away-swinging delivery from middle and off very tentatively and the thick edge is snapped up by Kallis to his left at second slip.",,slip-cordon,"158. AB McDonald c JH Kallis b Steyn
Test Match#: 31.0: v Australia at Johannesburg in 2009 (1st innings)",Steyn,84.4
31,159,BW Hilfenhaus,bowled,,16,3,v Australia,Johannesburg,South Africa,26 Feb 2009,Test # 1910,styen-wkt-159,"Steyn cleans up the innings, it's a superb delivery which lands on middle and off and moves away slightly to shave the off stump, Hilfenhaus needn't blame himself for missing that, it would have claimed anyone.",,,"159. BW Hilfenhaus b  Steyn
Test Match#: 31.0: v Australia at Johannesburg in 2009 (2nd innings)",Steyn,53.4
32,160,SM Katich,caught,GC Smith,108,1,v Australia,Durban,South Africa,6 Mar 2009,Test # 1913,styen-wkt-160,"Steyn's new spell brings a change of luck, he continues over the wicket and gets the ball to kick up slightly off a good length, Katich loses his concentration, loosely hangs his bat out and gives Smith catching practice at first slip, he takes it at waist height, easy take.",,slip-cordon,"160. SM Katich c GC Smith b Steyn
Test Match#: 32.0: v Australia at Durban in 2009 (1st innings)",Steyn,67.1
32,161,PM Siddle,caught,MV Boucher,0,1,v Australia,Durban,South Africa,6 Mar 2009,Test # 1913,styen-wkt-161,"Referral, That's a snorter! Short on the off stump and spat off the pitch, Siddle tries to basically cover his face with his bat, takes his hand off the bat but only after it seems he has gloved it, Boucher snaps it and Asad Rauf raises his finger immediately. Siddle has doubts though and calls for a referral. It's in vain as hot spot indicates there was a faint white mark on the gloves. Perhaps he felt he took his hand off before it hit him, which, according to the rule, would have been not out. However, the replays indicate otherwise. Australia are nine down..",,Keeper,"161. PM Siddle c MV Boucher b Steyn
Test Match#: 32.0: v Australia at Durban in 2009 (1st innings)",Steyn,107.2
32,162,BW Hilfenhaus,caught,GC Smith,0,1,v Australia,Durban,South Africa,6 Mar 2009,Test # 1913,styen-wkt-162,"Australia have collapsed here! Fraction short on the off stump and moved away, Hilfenhaus prodded at it off the back foot, got the outside edge and Smith at first slip pouched it easily moving to his right.",,slip-cordon,"162. BW Hilfenhaus c GC Smith b Steyn
Test Match#: 32.0: v Australia at Durban in 2009 (1st innings)",Steyn,107.4
32,163,MJ North,caught,AB de Villiers,0,3,v Australia,Durban,South Africa,6 Mar 2009,Test # 1913,styen-wkt-163,"that's an AB special! North flashes at a full and wide delivery and the ball flies off the outside edge and nearly beats the slips but de Villiers nonchalantly sticks his left hand out and plucks it, he makes it look so easy sometimes, I've seen him take a similar catch while keeping for SA.",,Keeper,"163. MJ North c AB de Villiers b Steyn
Test Match#: 32.0: v Australia at Durban in 2009 (2nd innings)",Steyn,94.4
33,164,MEK Hussey,bowled,,20,1,v Australia,Cape Town,South Africa,19 Mar 2009,Test # 1916,styen-wkt-164,"He is gone immediately after bring up his 3000th Test run. It kicked up on the middle stump line, Hussey got back to stab it away to the off side but it ran off the inner edge, bounced once before flicking the top of the stumps. He was beginning to look good there but is gone now ...",,,"164. MEK Hussey b  Steyn
Test Match#: 33.0: v Australia at Cape Town in 2009 (1st innings)",Steyn,29.4
33,165,MJ Clarke,bowled,,0,1,v Australia,Cape Town,South Africa,19 Mar 2009,Test # 1916,styen-wkt-165,Clarke has been cleaned up by Steyn. What an awesome delivery. It landed slightly short in length on the off stump line and straightened to hit the off. Clarke pushed inside the line and heard the death rattle.Not so awesome on replay. It was a very good delivery indeed but it landed just outside off stump and Clarke thought it would nip back in more than what it did but Steyn had got it straighten a bit..,,,"165. MJ Clarke b  Steyn
Test Match#: 33.0: v Australia at Cape Town in 2009 (1st innings)",Steyn,31.1
33,166,MG Johnson,caught,AG Prince,35,1,v Australia,Cape Town,South Africa,19 Mar 2009,Test # 1916,styen-wkt-166,"Mitch is gone, going for a six. It was a length delivery and a tad slower as well and Johnson got under the ball more than he wanted and got elevation instead of distance. Prince ran to his left from long-on to hold on to the ball. Nine down..",,Outfield,"166. MG Johnson c AG Prince b Steyn
Test Match#: 33.0: v Australia at Cape Town in 2009 (1st innings)",Steyn,71.3
33,167,BE McGain,caught,AB de Villiers,2,1,v Australia,Cape Town,South Africa,19 Mar 2009,Test # 1916,styen-wkt-167,"209 all out. Full and straight outside off, McGain is caught at the crease and hangs his bat out and stabs it to third slip..",,Keeper,"167. BE McGain c AB de Villiers b Steyn
Test Match#: 33.0: v Australia at Cape Town in 2009 (1st innings)",Steyn,71.6
33,168,RT Ponting,caught,MV Boucher,12,3,v Australia,Cape Town,South Africa,19 Mar 2009,Test # 1916,styen-wkt-168,"No doubt this time as Steyn picks his man with another outswinger. Ponting goes for a big off drive, like he did in the first innings, the ball curves away at the last minute to take the edge. Joy for the hosts. They have got the big fish..",,Keeper,"168. RT Ponting c MV Boucher b Steyn
Test Match#: 33.0: v Australia at Cape Town in 2009 (2nd innings)",Steyn,20.6
33,169,MEK Hussey,caught,JP Duminy,39,3,v Australia,Cape Town,South Africa,19 Mar 2009,Test # 1916,styen-wkt-169,"Steyn has again nailed Hussey. It burst up from back of length, on the middle and off stump line, bit like Ambrose or a McGrath delivery, Hussey was caught at the crease, tried to rush back but stabbed a dolly to gully. Four down now and Haddin walks out..",,close-in,"169. MEK Hussey c JP Duminy b Steyn
Test Match#: 33.0: v Australia at Cape Town in 2009 (2nd innings)",Steyn,68.6
33,170,MJ Clarke,bowled,,47,3,v Australia,Cape Town,South Africa,19 Mar 2009,Test # 1916,styen-wkt-170,"And Australia lose their 6th wicket. It might be the beginning of the end of Australia's resistance. It was full in length, moving away outside off stump, Clarke reached out, bat away from the body, trying to push it through cover point but got a fatal inside edge..",,,"170. MJ Clarke b  Steyn
Test Match#: 33.0: v Australia at Cape Town in 2009 (2nd innings)",Steyn,88.6
34,171,GP Swann,caught,AG Prince,22,2,v England,Durban,South Africa,26 Dec 2009,Test # 1944,styen-wkt-171,"and now he's gone. Booming swing again, and Swann can't get decent bat on this one. An attempted flick ends up as a leading edge, and Ashwell Prince gallops in from mid-on to scoop the chance.",,InField,"171. GP Swann c AG Prince b Steyn
Test Match#: 34.0: v England at Durban in 2009 (1st innings)",Steyn,166.6
34,172,IR Bell,caught,MV Boucher,140,2,v England,Durban,South Africa,26 Dec 2009,Test # 1944,styen-wkt-172,"Bell's gone now, and the end of the innings is nigh. Width from Steyn, swinging further away, and though he rightly chases the ball, he can only get a toe-end through to Boucher.",,Keeper,"172. IR Bell c MV Boucher b Steyn
Test Match#: 34.0: v England at Durban in 2009 (1st innings)",Steyn,168.2
35,173,IJL Trott,bowled,,20,2,v England,Cape Town,South Africa,3 Jan 2010,Test # 1946,styen-wkt-173,"got him! Steyn strikes! The wickets keep tumbling and Trott won't be happy with this. Outside off stump on a good length, really should have been left alone, but he flashed at it from the crease and only succeeded in inside-edging it on to off stump.",,,"173. IJL Trott b  Steyn
Test Match#: 35.0: v England at Cape Town in 2010 (1st innings)",Steyn,12.4
35,174,KP Pietersen,caught,DW Steyn,0,2,v England,Cape Town,South Africa,3 Jan 2010,Test # 1946,styen-wkt-174,"another one! Pietersen gone for a duck! Fullish ball that Pietersen just chipped straight back at Steyn who gleefully snaffled the chance. Steyn is pumped, this is extraordinary..",,return catch,"174. KP Pietersen c & b Steyn
Test Match#: 35.0: v England at Cape Town in 2010 (1st innings)",Steyn,12.6
35,175,SCJ Broad,bowled,,25,2,v England,Cape Town,South Africa,3 Jan 2010,Test # 1946,styen-wkt-175,"Steyn breaks through! Broad is hanging back on his crease, and he's late on this and it clips the top of the stumps. Important breakthrough just before the second new ball.",Yes,,"175. SCJ Broad b  Steyn
Test Match#: 35.0: v England at Cape Town in 2010 (1st innings)",Steyn,77.6
35,176,MJ Prior,bowled,,76,2,v England,Cape Town,South Africa,3 Jan 2010,Test # 1946,styen-wkt-176,"short again, Prior tries to paddle to fine leg, but under-edges onto his stumps. The end of a fine counterattacking performance, and had that been anything other than the last ball of the over, he would doubtless have attempted something more aggressive to that ball.",,,"176. MJ Prior b  Steyn
Test Match#: 35.0: v England at Cape Town in 2010 (1st innings)",Steyn,87.6
35,177,KP Pietersen,lbw,,6,4,v England,Cape Town,South Africa,3 Jan 2010,Test # 1946,styen-wkt-177,"got him! Huge wicket and an inspired bowling change from Smith. Full and Pietersen is playing across the ball, strikes him in front and there is no need for a review on that. Steyn gets the main man and England are tottering now!.",,,"177. KP Pietersen lbw  Steyn
Test Match#: 35.0: v England at Cape Town in 2010 (2nd innings)",Steyn,47.2
